,0
0,0.9999999243401336
1,0.9999999956803313
2,0.9999999863779965
3,0.9999999334085458
4,0.9999999750427895
5,0.9999999733260413
6,0.999999967395591
7,0.9999988297096358
8,0.9999488047409077
9,0.9999967551341342
10,0.9999901530902792
11,0.9999974951679563
12,0.999996534904465
13,0.9999971408358765
14,0.9999999839648749
15,0.9999999532973014
16,0.9999999672655497
17,0.9999926328092956
18,0.9999346980877079
19,0.9999966456250962
20,0.999999156916265
21,0.9999999042474356
22,0.9999889399139761
23,0.9999886561795682
24,0.9999980241923349
25,0.9999889264641553
26,0.9999992448124059
27,0.999999547218712
28,0.9999971746704241
29,0.999996719878995
30,0.9999953286887021
