,0
0,0.9999999240861729
1,0.9999999960978935
2,0.9999999919183552
3,0.9999999207174687
4,0.9999999760240407
5,0.9999999686176618
6,0.9999999617289955
7,0.9999992641249126
8,0.9999517377294013
9,0.9999987175462083
10,0.9999957868808916
11,0.9999993073775622
12,0.9999979497156322
13,0.9999982819389621
14,0.9999999925823767
15,0.9999999649613481
16,0.9999999674973117
17,0.9999950496838946
18,0.9999452580560171
19,0.9999976048420931
20,0.9999992950464862
21,0.9999999689971264
22,0.9999856964591757
23,0.9999814928873337
24,0.9999990505783765
25,0.9999907229830175
26,0.9999995498507765
27,0.9999996972456371
28,0.9999986256213159
29,0.9999979046455933
30,0.9999937260584371
