,0
0,0.9999998570232846
1,0.9999999960306654
2,0.9999999814998404
3,0.9999997234423181
4,0.9999999230788279
5,0.999999927039704
6,0.9999999293374087
7,0.9999981991493482
8,0.9999623016527236
9,0.9999977343433682
10,0.9999960981757909
11,0.9999986324958268
12,0.9999972448551505
13,0.9999979973427526
14,0.999999943493423
15,0.9999999640279142
16,0.9999998872943057
17,0.9999930292430855
18,0.9999429257745246
19,0.9999980494941804
20,0.9999993329337243
21,0.9999999339989304
22,0.9999854962170102
23,0.9999851691944691
24,0.9999984046357251
25,0.9999889534598243
26,0.9999994835399674
27,0.9999997327460624
28,0.9999985448208416
29,0.9999964841508505
30,0.9999937844256036
