,0
0,0.9999999540794817
1,0.9999999219047783
2,0.9999999717345495
3,0.9999999802180671
4,0.9999999922376326
5,0.9999999876759921
6,0.9999999870513052
7,0.9999994577555038
8,0.9999142489075744
9,0.9999204800229128
10,0.9999723327980325
11,0.9999922442101596
12,0.9999921566986273
13,0.999994809600458
14,0.9999999860597297
15,0.9999999105501111
16,0.9999999646861486
17,0.9999833332129381
18,0.9999004628558066
19,0.9999952595694103
20,0.9999986193297281
21,0.9999997900400736
22,0.9999852657938607
23,0.9999783480447921
24,0.9999958905663962
25,0.9999877177763191
26,0.9999982942152548
27,0.999998504112614
28,0.9999914062042278
29,0.9999833466834165
30,0.9999851821102603
